FID,ANCILLARYR,ENABLED,SUBTYPE,INSTALLDAT,LIFECYCLES,PLANNUM,OWNER,COMMENTS,RIMELEVATI,BASEELEVAT,INITIAL,STREETNAME,TYPE,FID2,ACCESSTYPE,ACCESSMAT,SEALMETHD,WALLMATERI,CONDITION,CLEANING,SUMP,HOODED,FEATUREID,COMMENT,REINSPECT,DATESTAMP,CREW,DataSource,Depth_to_S,SedimentDe,SOURCE_1,x,y
759,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,316,CGR,CI, ,MHBLK,GOOD,NONE,YES,NO,316, ,NO,10/16/03 11:22,Laptop 1,2,999,999,FIELD,-71.06663148,42.45655631
760,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,317,DGR,CI, ,MHBLK,GOOD,SAND,YES,NO,317,"CLEANING, DEPTH TO SEDIMENT 58",NO,11/18/03 16:45,Laptop 1,2,58,43,FIELD,-71.06617176,42.4565011
761,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,318,GR,UNK, ,UNK,UNK,FLOODED,UNK,UNK,318,"REINSPECT, FLOODED W/ DIRT",NO,10/16/03 11:21,Laptop 1,2,999,999,FIELD,-71.06649754,42.45628887
762,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,319,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,319, ,NO,10/16/03 10:07,Laptop 1,2,999,999,FIELD,-71.06694537,42.45516808
763,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,320,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,320, ,NO,10/16/03 10:07,Laptop 1,2,999,999,FIELD,-71.06686842,42.4551445
764,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,321,DGR,CI, ,BRICK,GOOD,NONE,YES,NO,321, ,NO,10/22/03 14:46,Laptop 1,2,999,999,FIELD,-71.06686079,42.45499955
765,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,323,GR,CI, ,MHBLK,GOOD,DEBRIS,YES,NO,323, ,NO,10/17/03 15:14,Laptop 1,2,999,999,FIELD,-71.06744444,42.45524997
766,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,324,DGR,CI, ,UNK,GOOD,SAND,YES,NO,324,"NO PIPES SEEN IN STUCTURE, CLEANING, DEPTH TO SEDIMENT 65",OTH,10/21/03 11:05,Laptop 1,2,65,40,FIELD,-71.06609268,42.45657629
767,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,325,DGR,CI, ,BRICK,GOOD,SAND,YES,YES,325,"CLEANING, DEPTH TO SEDIMENT 69",NO,10/21/03 11:03,Laptop 1,2,69,16,FIELD,-71.06486953,42.45623537
768,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,331,GR,CI, ,BRICK,GOOD,SAND,YES,NO,331,"CLEANING, DEPTH TO SEDIMENT 51",NO,10/22/03 15:08,Laptop 1,2,51,8,FIELD,-71.06611436,42.45496812
769,0,1,1,9/1/87 0:00,Active,CITY HALL 2/2,Melrose, ,888,888,SUB, ,CB,333,GR,CI, ,UNK,UNK,UNK,UNK,UNK,333,"REINSPECT, DUMPSTER COVERING CB",IMMOVABLE COVER,10/17/03 11:17,Laptop 1,2,999,999,AB,-71.06545568,42.45693215
770,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,335,GR,CI, ,CON,GOOD,NONE,YES,NO,335,UNABLE TO SEE ANY PIPES,OTH,10/17/03 11:14,Laptop 1,2,999,999,FIELD,-71.06501217,42.45724626
771,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,336,GR,CI, ,CON,GOOD,FLOODED,UNK,UNK,336,UNABLE TO SEE ANY PIPES,OTH,10/17/03 11:13,Laptop 1,2,999,999,FIELD,-71.06505617,42.45734589
772,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,337,GR,CI, ,BRICK,GOOD,NONE,YES,NO,337, ,NO,10/17/03 11:10,Laptop 1,2,999,999,FIELD,-71.06523621,42.45730528
773,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,338,GR,CI, ,BRICK,GOOD,FLOODED,UNK,UNK,338,UNABLE TO SEE ANY PIPES,OTH,10/17/03 11:09,Laptop 1,2,999,999,FIELD,-71.0652891,42.4573156
774,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,339,GR,CI, ,CON,GOOD,FLOODED,UNK,UNK,339,UNABLE TO SEE ANY PIPES,OTH,10/17/03 11:03,Laptop 1,2,999,999,FIELD,-71.06553252,42.45738001
775,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,345,GR,CI, ,MHBLK,GOOD,NONE,YES,NO,345, ,NO,10/3/03 8:43,Laptop 1,2,999,999,FIELD,-71.07420383,42.45464469
776,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,346,CGR,CI, ,MHBLK,GOOD,NONE,YES,NO,346, ,NO,10/2/03 14:46,Laptop 1,2,999,999,FIELD,-71.07204918,42.45432103
777,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,347,CGR,CI, ,MHBLK,GOOD,NONE,YES,NO,347, ,NO,10/2/03 14:46,Laptop 1,2,999,999,FIELD,-71.07200203,42.45431205
778,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,348,CGR,CI, ,MHBLK,GOOD,NONE,YES,NO,348, ,NO,10/2/03 9:42,Laptop 1,2,999,999,FIELD,-71.07181437,42.45413941
779,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,349,CGR,CI, ,MHBLK,GOOD,NONE,YES,NO,349, ,NO,10/2/03 9:42,Laptop 1,2,999,999,FIELD,-71.07181398,42.45408724
780,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,350,CGR,CI, ,BRICK,GOOD,NONE,YES,NO,350, ,NO,10/2/03 15:10,Laptop 1,2,999,999,FIELD,-71.07295907,42.45321906
781,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,351,CGR,CI, ,UNK,UNK,UNK,NO,UNK,351,BROKEN COVER,IMMOVABLE COVER,11/19/03 8:40,Laptop 1,2,999,999,FIELD,-71.07290732,42.45319395
782,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,353,CGR,CI, ,MHBLK,GOOD,NONE,YES,NO,353, ,NO,10/2/03 14:42,Laptop 1,2,999,999,FIELD,-71.07052415,42.45467671
783,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,354,CGR,CI, ,BRICK,GOOD,NONE,YES,YES,354,BROKEN HOOD,NO,10/2/03 13:35,Laptop 1,2,999,999,FIELD,-71.071162,42.45390105
784,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,355,CGR,CI, ,BRICK,GOOD,NONE,YES,YES,355, ,NO,10/2/03 13:35,Laptop 1,2,999,999,FIELD,-71.07106922,42.45392076
785,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,356,GR,CI, ,BRICK,GOOD,NONE,YES,NO,356, ,NO,10/2/03 9:21,Laptop 1,2,999,999,FIELD,-71.06987932,42.45263528
786,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,357,GR,CI, ,BRICK,GOOD,NONE,YES,NO,357, ,NO,10/2/03 9:20,Laptop 1,2,999,999,FIELD,-71.06971602,42.45257389
787,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,358,GR,CI, ,BRICK,GOOD,NONE,YES,NO,358,"REINSPECT, UNKNOWN IF BOTH PIPES CONNECT TO PIPE IN STREET",OTH,10/2/03 9:20,Laptop 1,2,999,999,FIELD,-71.06983445,42.45247795
788,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,359,CGR,CI, ,CON,GOOD,NONE,YES,NO,359,"CLEANING, ANTIFREEE LIQUID",NO,10/2/03 8:37,Laptop 1,2,999,999,FIELD,-71.06956039,42.45227745
789,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,360,GR,CI, ,BRICK,GOOD,DEBRIS,YES,NO,360, ,NO,10/6/03 10:58,Laptop 1,2,999,999,FIELD,-71.06751559,42.45279757
790,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,361,CGR,CI, ,BRICK,GOOD,NONE,YES,NO,361, ,NO,10/6/03 11:17,Laptop 1,2,999,999,FIELD,-71.06706057,42.45312081
791,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,362,CGR,CI, ,BRICK,GOOD,NONE,YES,NO,362, ,NO,10/6/03 11:18,Laptop 1,2,999,999,FIELD,-71.06707796,42.45305488
792,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,363,GR,CI, ,BRICK,GOOD,NONE,NO,NO,363, ,NO,10/6/03 11:18,Laptop 1,2,999,999,FIELD,-71.06724272,42.45304156
793,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,364,GR,CI, ,CON,GOOD,NONE,YES,NO,364, ,NO,10/6/03 11:14,Laptop 1,2,999,999,FIELD,-71.06694424,42.45332269
794,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,365,GR,CI, ,BRICK,GOOD,NONE,YES,NO,365, ,NO,10/6/03 11:27,Laptop 1,2,999,999,FIELD,-71.06754141,42.45391978
795,0,0,0,1/1/09 0:00,Active,EPD-2,Melrose,ELL POND DRAIN PROJ.,999,48.83, ,MYRTLE ST,CB,0, , , , , , ,YES EL 45.10, ,0, , , , ,0,0,0, ,-71.06742628,42.4539708
796,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,367,GR,CI, ,MHBLK,GOOD,NONE,NO,NO,367,"DRY WELL, NO PIPES",NO,10/6/03 11:32,Laptop 1,2,999,999,FIELD,-71.06657515,42.45408905
797,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,374,DGR,CI, ,BRICK,GOOD,NONE,YES,NO,374, ,NO,10/28/03 11:01,Laptop 1,2,999,999,FIELD,-71.07440974,42.46877472
798,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,375,DGR,CI, ,BRICK,GOOD,NONE,YES,NO,375, ,NO,10/28/03 11:20,Laptop 1,2,999,999,FIELD,-71.07446949,42.46869695
799,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,376,GR,CI, ,BRICK,GOOD,NONE,YES,YES,376, ,NO,10/28/03 11:21,Laptop 1,2,999,999,FIELD,-71.07438762,42.46863143
800,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1, ,CB,377,DGR,CI, ,BRICK,GOOD,FLOODED,UNK,UNK,377,"REINSPECT, FLOODED",OTH,11/18/03 16:54,Laptop 1,2,999,999,FIELD,-71.07429368,42.46875871
801,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,0,GR,CI, ,MHBLK,GOOD,SAND,YES,NO,1636,"CLEANING, 3' SAND",IMMOVABLE COVER,10/21/03 9:23,Laptop 2,2,36,36,FIELD,-71.06500873,42.45424031
802,0,1,1,1/1/58 0:00,Active,S-208,Melrose, ,888,888,SUB,WHITMAN AVE,CB,0,GR,STEEL, ,UNK,UNK,UNK,UNK,UNK,0,"DATA FROM AS-BUILT PLAN S-208, CB DO EXIST, NEED TO REINSPECT FOR MISSING DATA",OTH, ,Laptop 2,3,999,999,AB,-71.05278547,42.44911646
803,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,0,GR,CI, ,MHBLK,GOOD,SAND,YES,NO,1637,"CLEANING, 3' SAND",NO,10/21/03 8:57,Laptop 2,2,36,27,FIELD,-71.06518436,42.45428956
804,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 1,BEEBE SCHOOL,CB,287,GR,CI, ,BRICK,GOOD,NONE,UNK,UNK,287,REINSPECT CB TO LOCATE WHERE OUTLET GOES TO,OTH,10/6/03 13:14,Laptop 1,3,999,999,FIELD,-71.07010642,42.45608683
805,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,0,GR,CI, ,CON,GOOD,LEAVES,YES,NO,1640,"REINSPECT FOR MISSING DATA, CLEANING",IMMOVABLE COVER,10/21/03 9:20,Laptop 2,2,999,999,FIELD,-71.06550952,42.45338432
806,0,1,11,9/9/99 0:00,Active,ASSUMED,Melrose, ,999,999,LMP, ,CB,0,UNK,UNK, ,UNK,UNK,UNK,UNK,UNK,0,ASSUMED DC,ASSUMED,9/9/99,OFFICE,0,999,999,ASSUMED,-71.06642432,42.45326844
807,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,0,GR,CI, ,CON,GOOD,NONE,NO,NO,1642, ,NO,10/21/03 9:30,Laptop 2,2,999,999,FIELD,-71.0650344,42.45399524
808,0,1,11,9/9/99 0:00,Active,ASSUMED,Melrose, ,999,999,LMP, ,CB,0,UNK,UNK, ,UNK,UNK,UNK,UNK,UNK,0,ASSUMED DC,ASSUMED,9/9/99,OFFICE,0,999,999,ASSUMED,-71.07496485,42.45362117
809,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,BRICK,GOOD,FLOODED,YES,NO,1660,REINSPECT FOR PIPE DATA,OTH,11/21/03 12:13,Laptop 2,2,999,999,FIELD,-71.05854174,42.44735929
810,0,1,11,9/9/99 0:00,Active,ASSUMED,Melrose, ,999,999,LMP, ,CB,0,UNK,UNK, ,UNK,UNK,UNK,UNK,UNK,0, ,ASSUMED,9/9/99,OFFICE,0,999,999,ASSUMED,-71.05713687,42.4457335
811,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,BRICK,GOOD,NONE,YES,NO,1661, ,NO,11/21/03 12:04,Laptop 2,2,999,999,FIELD,-71.05782819,42.44690162
812,0,1,1,9/9/99 0:00,Active,ASSUMED,Melrose, ,999,999,LMP, ,CB,0,UNK,UNK, ,UNK,UNK,UNK,UNK,UNK,0, ,ASSUMED,9/9/99,OFFICE,0,999,999,ASSUMED,-71.05717487,42.44573435
813,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,BRICK,GOOD,NONE,YES,NO,1663, ,NO,11/21/03 11:59,Laptop 2,2,999,999,FIELD,-71.0577279,42.44666264
814,0,1,1,9/9/99 0:00,Active,ASSUMED,Melrose, ,999,999,LMP, ,CB,0,UNK,UNK, ,UNK,UNK,UNK,UNK,UNK,0, ,ASSUMED,9/9/99,OFFICE,0,999,999,ASSUMED,-71.05713687,42.4457335
815,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,MHC,CI, ,OTH,UNK,UNK,UNK,NO,1670,"DEEP STRUCTURE, REINSPECT CB, LOCATION APPROXIMATE",IMMOVABLE COVER,11/21/03 11:51,Laptop 2,2,36,39,FIELD,-71.05955916,42.44686822
816,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,MHC,CI, ,OTH,UNK,UNK,UNK,NO,1670,"DEEP STRUCTURE, REINSPECT CB, LOCATION APPROXIMATE",IMMOVABLE COVER,11/21/03 11:51,Laptop 2,2,36,39,FIELD,-71.0592426,42.44690348
817,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,MHC,UNK, ,UNK,UNK,UNK,UNK,UNK,2181,"ASSUMED MH/CB LOCATION FROM GRAVEYARD PLANS AND FIELD, REINSPECT",IMMOVABLE COVER, ,Laptop 2,3,999,999,FIELD,-71.06017668,42.4467871
818,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,MHC,UNK, ,UNK,UNK,UNK,UNK,UNK,2181,"ASSUMED MH/CB LOCATION FROM GRAVEYARD PLANS AND FIELD, REINSPECT",IMMOVABLE COVER, ,Laptop 2,3,999,999,FIELD,-71.06052061,42.44659811
819,0,1,1,8/8/88 0:00,Active,S-207,Melrose, ,888,888,SUB,BRATLEY ST,CB,0,GR,STEEL, ,UNK,UNK,UNK,UNK,UNK,2218,"CB EXIST, REINSPECT FOR MISSING DATA, DATA FROM AS-BUILT",OTH, ,Laptop 2,3,999,999,AB,-71.05131775,42.44385405
820,0,1,1,8/8/88 0:00,Active,S-207,Melrose, ,888,888,SUB,BRATLEY ST,CB,0,GR,STEEL, ,UNK,UNK,UNK,UNK,UNK,1865,"CB EXIST, REINSPECT FOR MISSING DATA, DATA FROM AS-BUILT",OTH, ,Laptop 2,3,999,999,AB,-71.05139217,42.44386186
821,0,1,0,9/9/99 0:00,Active,FIELD,Melrose, ,0,0, , ,CB,0,GR,CI, ,UNK,UNK,SAND,UNK,UNK,3979,PACKED WITH SAND,OTH,11/15/04 11:17,Laptop 1,2004,999,999, ,-71.07019247,42.47181505
822,0,1,0,,Active, ,Melrose,ELL POND DRAINAGE PROJ.,47.86,44.92, ,MELROSE TOWERS, ,0, , , , , , , , ,0, , , , ,0,0,0, ,-71.06369289,42.46508788
823,0,1,0,,Active, ,Melrose, ,0,0, , , ,0, , , , , , , , ,0, , , , ,0,0,0, ,-71.06355184,42.46479385
824,0,1,0,,Active, ,Melrose, ,0,0, , , ,0, , , , , , , , ,0, , , , ,0,0,0, ,-71.06367513,42.46540095
825,0,1,0,9/1/05 0:00,Active,L-4,Melrose,CB15,49.2,47, , , ,0, , , , , , , , ,0, , , , ,0,0,0, ,-71.06522726,42.4637395
826,0,1,0,,Active,L-4,Melrose,CB5,49,0, , , ,0, , , , , , , , ,0, , , , ,0,0,0, ,-71.06568469,42.46369558
827,0,1,0,,Active, ,Melrose, ,0,0, , , ,0, , , , , , , , ,0, , , , ,0,0,0, ,-71.06631184,42.46379757
828,0,1,0,,Active, ,Melrose, ,0,0, , , ,0, , , , , , , , ,0, , , , ,0,0,0, ,-71.06632935,42.4638536
829,0,1,0,,Active, ,Melrose, ,0,0, , , ,0, , , , , , , , ,0, , , , ,0,0,0, ,-71.06797956,42.44138969
830,0,1,0,,Active, ,Melrose, ,0,0, , , ,0, , , , , , , , ,0, , , , ,0,0,0, ,-71.06813937,42.44132419
831,0,1,0,,Active, ,Melrose, ,0,0, , , ,0, , , , , , , , ,0, , , , ,0,0,0, ,-71.06605356,42.46381045
832,0,1,0,,Active, ,Melrose,AREA DRAIN,49.9,0, , , ,0, , , , , , , , ,0, , , , ,0,0,0, ,-71.06685479,42.46370643
833,0,1,0,,Active, ,Melrose, ,0,0, , , ,0, , , , , , , , ,0, , , , ,0,0,0, ,-71.06703123,42.46358244
834,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,STEEL, ,MHBLK,GOOD,NONE,NO,NO,1664, ,NO,11/21/03 11:58,Laptop 2,2,999,999,FIELD,-71.05797162,42.4466684
835,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,BRICK,GOOD,NONE,YES,NO,1665, ,NO,11/21/03 11:53,Laptop 2,2,999,999,FIELD,-71.05834121,42.44666206
836,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,BRICK,GOOD,NONE,YES,NO,1667, ,NO,11/21/03 11:54,Laptop 2,2,999,999,FIELD,-71.05835774,42.44661317
837,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,BRICK,GOOD,LEAVES,YES,NO,1669, ,NO,10/21/03 14:36,Laptop 2,2,999,999,FIELD,-71.05855329,42.44670094
838,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,BRICK,GOOD,SAND,YES,NO,1670,"CLEANING, 3' SAND",NO,11/21/03 11:51,Laptop 2,2,36,39,FIELD,-71.05902759,42.44687145
839,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,BRICK,GOOD,NONE,YES,NO,1673, ,NO,11/21/03 11:51,Laptop 2,2,999,999,FIELD,-71.05896634,42.44675084
840,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,BRICK,GOOD,NONE,NO,NO,1674, ,NO,10/22/03 7:59,Laptop 2,2,999,999,FIELD,-71.05996967,42.44675761
841,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,MHBLK,GOOD,DEBRIS,YES,NO,1675,"CLEANING, 2' DEBRIS",NO,10/22/03 8:15,Laptop 2,2,24,18,FIELD,-71.05976823,42.44677286
842,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,MHBLK,GOOD,DEBRIS,YES,NO,1676,"CLEANING, 2' DEBRIS",NO,10/22/03 8:17,Laptop 2,2,24,18,FIELD,-71.05994997,42.44672332
843,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,UNK,UNK,UNK,UNK,UNK,1681,"REINSPECT, TREE ROOTS GROWN OVER COVER",IMMOVABLE COVER,10/22/03 9:05,Laptop 2,2,999,999,FIELD,-71.0606586,42.44636151
844,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,MHBLK,GOOD,NONE,NO,NO,1682, ,NO,10/22/03 9:03,Laptop 2,2,999,999,FIELD,-71.06058368,42.44631511
845,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,CON,GOOD,NONE,NO,NO,1684,BROKEN GRATE AND RIM LIFT OUT OF GROUND,NO,10/22/03 9:16,Laptop 2,2,999,999,FIELD,-71.06097929,42.44580064
846,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,BRICK,UNK,UNK,UNK,UNK,1685,REINSPECT FOR MISSING DATA,IMMOVABLE COVER,10/22/03 9:26,Laptop 2,2,999,999,FIELD,-71.06133065,42.4457072
847,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,BRICK,GOOD,NONE,NO,NO,1686, ,NO,10/22/03 9:30,Laptop 2,2,999,999,FIELD,-71.06157471,42.44598772
848,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,BRICK,GOOD,NONE,NO,NO,1688, ,NO,10/22/03 9:42,Laptop 2,2,999,999,FIELD,-71.0613893,42.44644379
849,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,MHBLK,GOOD,NONE,NO,NO,1689, ,NO,10/22/03 9:46,Laptop 2,2,999,999,FIELD,-71.06163061,42.44645958
850,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,MHBLK,GOOD,SAND,NO,NO,1690,"CLEANING, 2' SAND ;AT  BOTTOM",NO,10/22/03 9:53,Laptop 2,2,24,56,FIELD,-71.06218607,42.44610755
851,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,MHBLK,GOOD,NONE,NO,NO,1695, ,NO,10/22/03 10:08,Laptop 2,2,999,999,FIELD,-71.06204971,42.44641889
852,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,STEEL, ,MHBLK,GOOD,SAND,NO,NO,1697,"CLEANING, SAND COMPLETLY FILLS THE CB, (VIEW GRAVEYARD PIC FOLDER FOR IMAGES OF THIS CB SEE PIC ""GRAVEYARD 1"" FOR CB IMAGE)",OTH,11/21/03 13:28,Laptop 2,2,999,999,FIELD,-71.06317407,42.44510841
853,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2, ,CB,0,GR,CI, ,UNK,UNK,FLOODED,UNK,UNK,1698, ,IMMOVABLE COVER,10/22/03 10:56,Laptop 2,2,999,999,FIELD,-71.06364125,42.44603955
854,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,MHBLK,GOOD,DEBRIS,YES,NO,1702,"CLEANING, 2' DEBRIS",NO,10/22/03 11:20,Laptop 2,2,24,44,FIELD,-71.05974193,42.44448495
855,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,CON,GOOD,NONE,NO,NO,1704, ,NO,10/22/03 11:19,Laptop 2,2,999,999,FIELD,-71.05971865,42.44442904
856,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,BRICK,GOOD,NONE,YES,NO,1705, ,NO,11/21/03 13:02,Laptop 2,2,999,999,FIELD,-71.06097436,42.4440898
857,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,BRICK,GOOD,NONE,YES,NO,1706, ,NO,11/21/03 13:02,Laptop 2,2,999,999,FIELD,-71.0609367,42.44404325
858,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,BRICK,GOOD,NONE,YES,NO,1709, ,NO,10/22/03 11:52,Laptop 2,2,999,999,FIELD,-71.0617132,42.44369278
859,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,BRICK,GOOD,DEBRIS,YES,NO,1710,"CLEANING, 27"" MUD",NO,11/21/03 9:47,Laptop 2,2,27,34,FIELD,-71.06157321,42.44385604
860,0,1,1,9/9/99 0:00,Active,FIELD,Melrose, ,999,999,CREW 2,WYOMING CEMETERY,CB,0,GR,CI, ,BRICK,GOOD,NONE,YES,NO,1712, ,NO,11/21/03 9:48,Laptop 2,2,999,999,FIELD,-71.06270652,42.44481203
