FID,facilityid,inlettype,in_typ_ot,locdesc,ownedby,legacy_id,cvtype,cv_typ_ot,cvshape,cv_shp_ot,cvmaterial,cv_mat_ot,cvsize,oilhood,framemater,frm_mat_ot,chimney,chimydia,chimymater,chm_mat_ot,conetype,con_typ_ot,conemater,con_mat_ot,wallmat,wal_mat_ot,bench,benchmater,ben_mat_ot,channel,chanmater,chn_mat_ot,chanexposr,rimelev,inv_depth,invertelev,sump_depth,fin_depth,installdat,maintby,lastupdate,lasteditor,plans,comments,pt_geom_x_,pt_geom_y_,elevation,map_date,mapped_by,map_by_ot,map_method,map_met_ot,map_status,rotation,condition,flow,activeflag,enabled,operable,keyjnction,anclryrole,division,asset,st_cntr_id,Longitude,Latitude
71,swIN-485,Catchbasin, ,4 MONADNOCK RD,1,cb-448, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.6,0,2.1,5.7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748243.2,2974655.7, ,8/28/18 0:00,Town, ,Tablet, ,Final,-50.36829601, , ,0,1,0, ,0,HIGHWAY,Stormwater,950,-71.15905054,42.41010168
72,swIN-487,Catchbasin, ,7 CHAPMAN ST,1,cb-438, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.6,0,4.4,8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748575.8,2974419.4, ,8/31/18 0:00,Town, ,Tablet, ,Final,-18.89369983, , ,0,1,0, ,0,HIGHWAY,Stormwater,495,-71.15782248,42.40944962
73,swIN-489,Catchbasin, ,140 PLEASANT ST,1,cb-472, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2,0,2,4,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748511.7,2975245.6, ,8/31/18 0:00,Town, ,Tablet, ,Final,-108.2121026, , ,0,1,0, ,0,HIGHWAY,Stormwater,1612,-71.15804756,42.41171742
74,swIN-490,Catchbasin, ,128 PLEASANT ST,1,cb-473, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2,0,2,4,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748551.2,2975322, ,8/31/18 0:00,Town, ,Tablet, ,Final,-123.1833844, , ,0,1,0, ,0,HIGHWAY,Stormwater,1611,-71.15790016,42.41192662
75,swIN-491,Catchbasin, ,17 LAKEVIEW,1,cb-476, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.5,0,4.5,8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748874.237,2974957.058, ,8/31/18 0:00,Town, ,Tablet, ,Final,-220.4381223, , ,0,1,0, ,0,HIGHWAY,Stormwater,499,-71.1567094,42.41092166
76,swIN-492,Catchbasin, ,24 LAKEVIEW,1,cb-477, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.8,0,3.9,6.7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748922.2,2974952.2, ,8/31/18 0:00,Town, ,Tablet, ,Final,-220.4381223, , ,0,1,0, ,0,HIGHWAY,Stormwater,499,-71.15653187,42.4109078
77,swIN-493,Catchbasin, ,19 LAKEVIEW,1,cb-478, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.6,0,5.4,8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748925.9,2974930.6, ,8/31/18 0:00,Town, ,Tablet, ,Final,-220.4381223, , ,0,1,0, ,0,HIGHWAY,Stormwater,499,-71.15651849,42.41084849
78,swIN-494,Catchbasin, ,17 SPRING VALLEY,1,cb-450, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.7,0,4.3,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748726.9,2974900.9, ,8/31/18 0:00,Town, ,Tablet, ,Final,-43.13588497, , ,0,1,0, ,0,HIGHWAY,Stormwater,593,-71.15725582,42.41076919
79,swIN-495,Catchbasin, ,4 DEVEREAUX ST,1,cb-436, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.9,0,4.8,7.7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748662.1,2974407.2, ,8/31/18 0:00,Town, ,Tablet, ,Final,31.39790333, , ,0,1,0, ,0,HIGHWAY,Stormwater,496,-71.15750311,42.40941519
80,swIN-496,Double Catchbasin, ,4 DEVEREAUX ST,1,cb-437, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,4,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748668,2974438.4, ,8/31/18 0:00,Town, ,Tablet, ,Final,42.84153802, , ,0,1,0, ,0,HIGHWAY,Stormwater,496,-71.1574808,42.40950074
81,swIN-497,Catchbasin, ,1 MONADNOCK RD,1,cb-440, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.8,0,3.2,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748409.1,2974563.4, ,8/28/18 0:00,Town, ,Tablet, ,Final,63.78172302, , ,0,1,0, ,0,HIGHWAY,Stormwater,1622,-71.15843761,42.40984659
82,swIN-498,Catchbasin, ,159 PLEASANT ST,1,cb-454, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.5,0,3.2,5.7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748430.6,2974923.7, ,8/28/18 0:00,Town, ,Tablet, ,Final,-26.19405778, , ,0,1,0, ,0,HIGHWAY,Stormwater,1326,-71.15835265,42.41083502
83,swIN-499,Catchbasin, ,159 PLEASANT ST,1,cb-455, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.4,0,1.4,3.8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748423.7,2974900.7, ,8/28/18 0:00,Town, ,Tablet, ,Final,-26.19405778, , ,0,1,0, ,0,HIGHWAY,Stormwater,1326,-71.15837854,42.41077198
84,swIN-500,Catchbasin, ,150 PLEASANT ST,1,cb-453, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,4,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748460.6,2974950.5, ,8/31/18 0:00,Town, ,Tablet, ,Final,-89.26156194, , ,0,1,0, ,0,HIGHWAY,Stormwater,1614,-71.15824116,42.41090823
85,swIN-502,Catchbasin, ,144 PLEASANT ST,1,cb-452, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4.6,0,4,8.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748482.8,2975094.1, ,8/31/18 0:00,Town, ,Tablet, ,Final,87.99037097, , ,0,1,0, ,0,HIGHWAY,Stormwater,1613,-71.15815683,42.41130202
86,swIN-504,Catchbasin, ,5 ACADEMY ST,1,cb-574,Grate, ,Square, ,Cast Iron, , ,1,Brick, ,0, , , , , , , ,Brick, , , , , , , , , ,3,0,3,6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748830.2,2976701.5, ,8/31/18 0:00,Town, ,Tablet, ,Final,-107.5296732, , ,0,1,0, ,0,HIGHWAY,Stormwater,785,-71.15684647,42.41570889
87,swIN-505,Catchbasin, ,5 ACADEMY ST,1,cb-575, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.8,0,3.8,6.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748853.8,2976742.8, ,8/31/18 0:00,Town, ,Tablet, ,Final,-107.5296732, , ,0,1,0, ,0,HIGHWAY,Stormwater,785,-71.15675846,42.41582196
88,swIN-506,Catchbasin, ,19 ACADEMY ST,1,cb-593, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,3.3,6.3,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748660.9,2976416.5, ,8/23/18 0:00,Town, ,Tablet, ,Final,74.04421942, , ,0,1,0, ,0,HIGHWAY,Stormwater,785,-71.15747766,42.41492872
89,swIN-507,Catchbasin, ,21 MAPLE ST,1,cb-565, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748993.7,2976496, ,8/31/18 0:00,Town, ,Tablet, ,Final,-115.2425395, , ,0,1,0, ,0,HIGHWAY,Stormwater,1047,-71.15624407,42.41514319
90,swIN-508,Catchbasin, ,27 MAPLE ST,1,cb-566, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748918.2,2976528.6, ,8/31/18 0:00,Town, ,Tablet, ,Final,0, , ,0,1,0, ,0,HIGHWAY,Stormwater,0,-71.15652317,42.41523348
91,swIN-509,Catchbasin, ,20 ACADEMY ST,1,cb-567, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748849.5061,2976558.221, ,1/1/70 0:00,Town, ,Tablet, ,Final,0, , ,0,1,0, ,0,HIGHWAY,Stormwater,0,-71.15677711,42.41531552
92,swIN-510,Catchbasin, ,20 ACADEMY ST,1,cb-568, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748770.5,2976578.9, ,1/1/70 0:00,Town, ,Tablet, ,Final,-106.7325799, , ,0,1,0, ,0,HIGHWAY,Stormwater,785,-71.15706938,42.41537314
93,swIN-511,Catchbasin, ,730 MASS AVE,1,cb-569, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.6,0,2.4,5,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748901,2976684.9, ,8/31/18 0:00,Town, ,Tablet, ,Final,0, , ,0,1,0, ,0,HIGHWAY,Stormwater,0,-71.15658453,42.41566256
94,swIN-512,Catchbasin, ,730 MASS AVE,1,cb-570, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.5,0,3.5,6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748891,2976687.1, ,8/31/18 0:00,Town, ,Tablet, ,Final,0, , ,0,1,1, ,0,HIGHWAY,Stormwater,0,-71.15662153,42.41566871
95,swIN-513,Catchbasin, ,730 MASS AVE,1,cb-571, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748896.7,2976711, ,8/31/18 0:00,Town, ,Tablet, ,Final,0, , ,0,1,0, ,0,HIGHWAY,Stormwater,0,-71.15660007,42.41573422
96,swIN-514,Catchbasin, ,730 MASS AVE,1,cb-572,Grate, ,Rectangular, ,Cast Iron, , ,0,Concrete, ,0, , , , , , , ,Concrete, , , , , , , , , ,0,0,0,0,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748888.2189,2976742.61, ,8/31/18 0:00,Town, ,Tablet, ,Final,0, , ,0,1,0, ,0,HIGHWAY,Stormwater,0,-71.156631,42.41582106
97,swIN-515,Catchbasin, ,730 MASS AVE,1,cb-573, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2,0,4,6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748876.3,2976769.7, ,8/31/18 0:00,Town, ,Tablet, ,Final,76.8872459, , ,0,1,0, ,0,HIGHWAY,Stormwater,785,-71.15667474,42.41589552
98,swIN-516,Catchbasin, ,22 ACADEMY ST,1,cb-592, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3,0,2.8,5.8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748682.1,2976410.2, ,1/1/70 0:00,Town, ,Tablet, ,Final,74.04421942, , ,0,1,0, ,0,HIGHWAY,Stormwater,785,-71.15739925,42.4149112
99,swIN-517,Catchbasin, ,47 IRVING ST,1,cb-464, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0.1,0,1.5,1.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,747965.3,2975585.3, ,8/23/18 0:00,Town, ,Aerial Photo, ,Final,-200.4196214, , ,0,1,0, ,0,HIGHWAY,Stormwater,235,-71.16006584,42.41265555
100,swIN-518,Catchbasin, ,119 PLEASANT ST,1,cb-483, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.8,0,2.1,5.9,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748789.2,2975619, ,8/31/18 0:00,Town, ,Tablet, ,Final,-222.7659442, , ,0,1,0, ,0,HIGHWAY,Stormwater,406,-71.15701443,42.41273897
101,swIN-519,Catchbasin, ,114 PLEASANT ST,1,cb-484, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.2,0,2.5,5.7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748841.9,2975627.1, ,8/31/18 0:00,Town, ,Tablet, ,Final,37.5626258, , ,0,1,0, ,0,HIGHWAY,Stormwater,1641,-71.15681916,42.41276061
102,swIN-520,Catchbasin, ,7 OAK KNOLL,1,cb-481, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.9,0,2.7,5.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748701.8,2975735.4, ,8/31/18 0:00,Town, ,Tablet, ,Final,-222.5997932, , ,0,1,0, ,0,HIGHWAY,Stormwater,406,-71.15733634,42.41305933
103,swIN-521,Catchbasin, ,7 OAK KNOLL,1,cb-482, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.7,0,3.3,6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748684.9,2975721, ,8/31/18 0:00,Town, ,Tablet, ,Final,-222.5997932, , ,0,1,0, ,0,HIGHWAY,Stormwater,406,-71.15739914,42.41302001
104,swIN-522,Catchbasin, ,145 PLEASANT ST,1,cb-469, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,6,0,2.3,8.3,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748436.3,2975154.7, ,8/31/18 0:00,Town, ,Tablet, ,Final,-208.7031907, , ,0,1,0, ,0,HIGHWAY,Stormwater,234,-71.15832811,42.41146882
105,swIN-523,Catchbasin, ,143 PLEASANT ST,1,cb-470, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4,0,2.4,6.4,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748437.3,2975181.2, ,8/31/18 0:00,Town, ,Tablet, ,Final,-208.7031907, , ,0,1,0, ,0,HIGHWAY,Stormwater,234,-71.15832402,42.41154152
106,swIN-524,Catchbasin, ,140 PLEASANT ST,1,cb-471, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,1.4,0,1.4,2.8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748466.1,2975187.5, ,8/31/18 0:00,Town, ,Tablet, ,Final,-96.84461376, , ,0,1,0, ,0,HIGHWAY,Stormwater,1612,-71.15821728,42.41155849
107,swIN-525,Catchbasin, ,17 IRVING ST,1,cb-465, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748187.2,2975530.1, ,8/31/18 0:00,Town, ,Tablet, ,Final,-44.29222045, , ,0,1,0, ,0,HIGHWAY,Stormwater,234,-71.15924496,42.41250165
108,swIN-526,Catchbasin, ,17 IRVING ST,1,cb-466, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748240.9036,2975479.28, ,8/31/18 0:00,Town, ,Tablet, ,Final,-65.13203762, , ,0,1,0, ,0,HIGHWAY,Stormwater,234,-71.15904685,42.41236161
109,swIN-527,Catchbasin, ,17 IRVING ST,1,cb-467, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.6,0,4.4,8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748247.8,2975418.3, ,8/31/18 0:00,Town, ,Tablet, ,Final,-67.57685594, , ,0,1,0, ,0,HIGHWAY,Stormwater,234,-71.15902222,42.41219421
110,swIN-528,Catchbasin, ,105 PLEASANT ST,1,cb-487, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.5,0,3,5.5,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,749018.737,2975706.575, ,1/1/70 0:00, , ,GPS, ,Final,-47.83958812, , ,0,1,0, ,0,HIGHWAY,Stormwater,779,-71.15616314,42.41297674
111,swIN-529,Catchbasin, ,137 PLEASANT ST,1,cb-474, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,1,0,3,4,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748505.4,2975289.9, ,8/31/18 0:00,Town, ,Tablet, ,Final,-39.38383164, , ,0,1,0, ,0,HIGHWAY,Stormwater,499,-71.15807023,42.41183905
112,swIN-530,Catchbasin, ,40 IRVING ST,1,cb-462, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.6,0,2.7,6.3,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,747969.8,2975569.2, ,8/23/18 0:00,Town, ,Tablet, ,Final,-118.4775217, , ,0,1,0, ,0,HIGHWAY,Stormwater,1652,-71.16004942,42.41261132
113,swIN-531,Catchbasin, ,11 GRAY ST,1,cb-457, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.8,0,3.8,6.6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748235,2975025.5, ,8/28/18 0:00,Town, ,Tablet, ,Final,-206.6339984, , ,0,1,0, ,0,HIGHWAY,Stormwater,1326,-71.15907543,42.4111165
114,swIN-533,Catchbasin, ,21 GRAY ST,1,cb-461, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.7,0,3.1,5.8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748056.7,2975117.7, ,8/28/18 0:00,Town, ,Tablet, ,Final,-26.45571781, , ,0,1,0, ,0,HIGHWAY,Stormwater,1326,-71.1597343,42.41137146
115,swIN-534,Catchbasin, ,40 IRVING ST,1,cb-463, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0.2,0,2.5,2.7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,747990.8,2975564.2, ,8/23/18 0:00,Town, ,Tablet, ,Final,-118.4775217, , ,0,1,0, ,0,HIGHWAY,Stormwater,1652,-71.15997173,42.41259737
116,swIN-535,Catchbasin, ,22 IRVING ST,1,cb-468, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.6,0,4.4,8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748223.5,2975417.9, ,8/31/18 0:00,Town, ,Tablet, ,Final,-67.57685594, , ,0,1,0, ,0,HIGHWAY,Stormwater,234,-71.1591122,42.41219338
117,swIN-536,Catchbasin, ,50 NORFOLK RD,1,cb-446, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,5,0,3,8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,747901.5,2974751.1, ,8/28/18 0:00,Town, ,Tablet, ,Final,-36.16909908, , ,0,1,0, ,0,HIGHWAY,Stormwater,183,-71.1603144,42.4103672
118,swIN-537,Catchbasin, ,20 GRAY ST,1,cb-460, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.4,0,3,6.4,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748040.9,2975099.9, ,8/28/18 0:00,Town, ,Tablet, ,Final,-26.45571781, , ,0,1,0, ,0,HIGHWAY,Stormwater,1326,-71.15979307,42.41132278
119,swIN-539,Catchbasin, ,12 GRAY ST,1,cb-456, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.5,0,4.4,6.9,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748221.8,2975006.1, ,8/28/18 0:00,Town, ,Tablet, ,Final,-206.6339984, , ,0,1,0, ,0,HIGHWAY,Stormwater,1326,-71.1591246,42.41106342
120,swIN-540,Catchbasin, ,43 NORFOLK RD,1,cb-447, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,5,0,3,8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,747877.6,2974744.1, ,1/1/70 0:00,Town, ,Tablet, ,Final,-36.16909908, , ,0,1,0, ,0,HIGHWAY,Stormwater,183,-71.16040301,42.41034826
121,swIN-541,Catchbasin, ,32 CENTRAL ST,1,cb-609, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2,0,2.1,4.1,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,749014.8,2977426.8, ,6/22/18 0:00,Town, ,Aerial Photo, ,Final,-103.4321774, , ,0,1,0, ,0,HIGHWAY,Stormwater,523,-71.15615203,42.41769707
122,swIN-542,Catchbasin, ,725 MASS AVE,1,cb-594, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.8,0,0,2.8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748903.4,2976924.9, ,6/22/18 0:00,Town, ,Aerial Photo, ,Final,75.91888396, , ,0,1,0, ,0,HIGHWAY,Stormwater,523,-71.15657206,42.41632109
123,swIN-543,Catchbasin, ,830 MASS AVE,1,cb-647, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2,0,0,2,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,747862.7167,2977122.061, ,1/1/70 0:00, , ,GPS, ,Final,-11.21206496, , ,0,1,0, ,0,HIGHWAY,Stormwater,1691,-71.16042305,42.41687354
124,swIN-544,Catchbasin, ,795 MASS AVE,1,cb-645, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2,0,3,5,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748321.9776,2977036.943, ,1/1/70 0:00, , ,GPS, ,Final,-190.6987657, , ,0,1,0, ,0,HIGHWAY,Stormwater,1247,-71.15872355,42.41663494
125,swIN-545,Catchbasin, ,785 MASS AVE,1,cb-595, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2,0,4,6,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748490.4,2977006.5, ,6/22/18 0:00,Town, ,Aerial Photo, ,Final,-11.35988827, , ,0,1,0, ,0,HIGHWAY,Stormwater,1246,-71.15810029,42.41654956
126,swIN-546,Catchbasin, ,0 MILL BROOK DR,1,cb-611, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,5.2,0,2.6,7.8,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,748352.0789,2977376.603, ,1/1/70 0:00, , ,GPS, ,Final,-194.616102, , ,0,1,0, ,0,HIGHWAY,Stormwater,474,-71.15860704,42.41756664
128,swIN-548,Double Catchbasin, ,887 MASS AVE,1,cb-743, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,4.5,0,-2.5,2,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,746996.2,2977321.8, ,6/22/18 0:00,Town, ,Aerial Photo, ,Final,-27.81376433, , ,0,1,0, ,0,HIGHWAY,Stormwater,1226,-71.16362907,42.41743105
129,swIN-549,Catchbasin, ,902 MASS AVE,1,cb-742, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,1.5,0,0,1.5,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,746807.8,2977413, ,10/3/18 0:00,Town, ,Tablet, ,Final,-208.8962438, , ,0,1,1, ,0,HIGHWAY,Stormwater,1226,-71.16432544,42.41768334
130,swIN-550,Catchbasin, ,869 MASS AVE,1,cb-739, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,747626.4,2977385, ,10/3/18 0:00,Town, ,Tablet, ,Final,-25.9130785, , ,0,1,1, ,0,HIGHWAY,Stormwater,6,-71.16129432,42.41759762
131,swIN-551,Catchbasin, ,843 MASS AVE,1,cb-740, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,747620.2267,2977361.419, ,10/3/18 0:00,Town, ,Tablet, ,Final,-25.9130785, , ,0,1,1, ,0,HIGHWAY,Stormwater,6,-71.16131753,42.41753298
132,swIN-552,Catchbasin, ,961 MASS AVE,1,cb-894, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,0,0,0,0,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,746154.0826,2977846.187, ,1/1/70 0:00, , , , ,Draft,-217.3843849, , ,0,1,0, ,0,HIGHWAY,Stormwater,1231,-71.16674009,42.41887904
133,swIN-553,Double Catchbasin, ,956 MASS AVE,1,cb-880, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.9,0,1,3.9,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,746226.3597,2977719.68, ,6/22/18 0:00,Town, ,Aerial Photo, ,Final,-213.3725843, , ,0,1,0, ,0,HIGHWAY,Stormwater,1231,-71.16647425,42.41853112
134,swIN-554,Catchbasin, ,956 MASS AVE,1,cb-881, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2,0,5,7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,746291.5,2977674.4, ,6/22/18 0:00,Town, ,Aerial Photo, ,Final,-32.0927312, , ,0,1,0, ,0,HIGHWAY,Stormwater,1224,-71.16623367,42.41840618
135,swIN-555,Catchbasin, ,935 MASS AVE,1,cb-882, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,1.9,0,0.1,2,1/1/70 0:00,1,2/24/15 0:00,ARLINGTON1\kpkelley, , ,746381.9998,2977684.7, ,6/22/18 0:00,Town, ,Aerial Photo, ,Final,-212.0927312, , ,0,1,0, ,0,HIGHWAY,Stormwater,1224,-71.16589837,42.41843347
136,swIN-556,Catchbasin, ,14 GROVE ST,1,cb-893, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.2,-3.2,2.2,5.4,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,746534.5,2977892.6, ,6/22/18 0:00,Town, ,Aerial Photo, ,Final,58.88771734, , ,0,1,0, ,0,HIGHWAY,Stormwater,1176,-71.16533058,42.4190023
137,swIN-557,Catchbasin, ,44 GROVE ST,1,cb-890, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,2.8,-2.8,2.4,5.2,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,746726.35,2978190.746,22.84,6/5/18 0:00,Town, ,GPS, ,Final,-124.9000718, , ,0,1,0, ,0,HIGHWAY,Stormwater,1176,-71.16461575,42.41981835
138,swIN-558,Catchbasin, ,44 GROVE ST,1,cb-891, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.2,-3.2,2.5,5.7,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,746749.3,2978174.8, ,6/22/18 0:00,Town, ,Aerial Photo, ,Final,-124.9000718, , ,0,1,0, ,0,HIGHWAY,Stormwater,1176,-71.16453098,42.41977434
139,swIN-559,Catchbasin, ,17 GROVE ST,1,cb-892, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,3.2,-3.4,3.2,6.4,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,746556.7,2977878, ,6/22/18 0:00,Town, ,Aerial Photo, ,Final,58.88771734, , ,0,1,0, ,0,HIGHWAY,Stormwater,1176,-71.16524858,42.418962
140,swIN-560,Catchbasin, ,918 MASS AVE,1,cb-741, , , , , , , ,0, , ,0, , , , , , , , , , , , , , , , , ,1,0,0,1,1/1/70 0:00,1,9/20/12 0:00,akurowski, , ,746605.1999,2977542.3, ,10/3/18 0:00,Town, ,Tablet, ,Final,-212.5877936, , ,0,1,1, ,0,HIGHWAY,Stormwater,1225,-71.16507385,42.41804032
