FID,OBJECTID,AncillaryR,Enabled,Subtype,FacilityID,InstallDat,Rotation,LifecycleS,WaterType,PlanNum,Owner,CatchArea,Comments,AccessDiam,AccessMate,AccesType,Station,RimElevati,FieldBook,Invert,x,y
442,463,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-026,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1150137611625,42.3954386126363
443,464,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-026,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1156033985175,42.3957121348945
444,465,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-026,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.114686469432,42.3953565281564
445,466,0,1,0, ,9/9/9999 12:00:00 AM,0,Abandoned,Storm,TB-026,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1159062843373,42.3955797521645
446,467,0,1,0, ,9/9/9999 12:00:00 AM,0,Abandoned,Storm,TB-026,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1157555654235,42.3955268439501
447,468,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-027,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1136810368285,42.3950907221748
448,469,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-027,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1135591449583,42.3952110826922
449,470,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-027,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1133380784944,42.3951545997025
450,471,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-027,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1133556234751,42.3950184093307
451,472,0,1,0, ,9/1/1977 12:00:00 AM,0,Active,Storm,TB-028,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.112273610884,42.3956991138007
452,473,0,1,0, ,9/1/1977 12:00:00 AM,0,Active,Storm,TB-028,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1121526735795,42.3956646487325
453,474,0,1,0, ,9/1/1977 12:00:00 AM,0,Active,Storm,TB-028,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1115684938126,42.3955511975501
454,475,0,1,0, ,9/1/1977 12:00:00 AM,0,Active,Storm,TB-028,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1114601183576,42.395510577218
455,476,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-028,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1127478397747,42.3950070765947
456,477,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-028,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1126018782475,42.3949663308396
457,478,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-028,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1126860921346,42.3948582319819
458,479,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-028,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1120764585168,42.3948305456922
459,480,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-028,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1120479078165,42.3946950579385
460,481,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-028,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1119238233053,42.3948007876573
461,484,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-028,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1114096592946,42.3945442675907
462,485,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-028,Somerv, , ,9999,Unk,Unk,9999,9999, ,9999,-71.1109216481526,42.3944187566997
463,486,0,1,0, ,9/9/9999 12:00:00 AM,0,Abandoned,Storm,TB-028/TB-033,Somerv, , ,9999,Unk,Unk,9999,46.55, ,42.85,-71.1109072934032,42.3943753552202
464,487,0,1,0, ,9/1/1977 12:00:00 AM,0,Active,Storm,TB-028,Somerv, , ,9999,Unk,Unk,9999,46.98, ,9999,-71.1108729260297,42.3945300663747
465,488,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-044,Somerv, , ,9999,Unk,Unk,9999,65.77, ,61.37,-71.1090641180903,42.3913769919262
466,489,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-044,Somerv, , ,9999,Unk,Unk,9999,65.54, ,62.04,-71.1090769977234,42.391477076584
467,490,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-044,Somerv, , ,9999,Unk,Unk,9999,66.58, ,62.28,-71.1097052238252,42.3917359916744
468,491,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-044,Somerv, , ,9999,Unk,Unk,9999,66.76, ,9999,-71.110064291877,42.3918722677423
469,492,0,1,0, ,9/9/9999 12:00:00 AM,0,Active,Storm,TB-044,Somerv, , ,9999,Unk,Unk,9999,65.79, ,62.09,-71.1100432672486,42.3919989200672
